,sample.id,EV1,EV2,EV3,EV4,Cultivar,Type,HCPC,
11,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089233.1_1_sorted.bam,-0.091300244,0.191386622,-0.013213414,-0.088253294,Sam-01-M.R1.fastq.gz.1_SRR9089233_Hamadan_Samen,Type III,Sam-01-M.R1.fastq.gz.1_SRR9089233_Hamadan_Samen_Type III,_
12,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089234.1_1_sorted.bam,-0.040553542,0.209440007,-0.009874828,-0.14758898,Sam-02-F.R1.fastq.gz.1_SRR9089234_Hamadan_Samen,unknown,Sam-02-F.R1.fastq.gz.1_SRR9089234_Hamadan_Samen_unknown,_
13,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089235.1_1_sorted.bam,-0.03762215,0.149830727,0.005164108,-0.101891949,Sam-02-M.R1.fastq.gz.1_SRR9089235_Hamadan_Samen,unknown,Sam-02-M.R1.fastq.gz.1_SRR9089235_Hamadan_Samen_unknown,_
14,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089236.1_1_sorted.bam,0.098399978,-0.022803219,0.006014762,0.00785816,San-01-F.R1.fastq.gz.1_SRR9089236_Kordestan_Sanandaj,Type I,San-01-F.R1.fastq.gz.1_SRR9089236_Kordestan_Sanandaj_Type I,_
15,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089237.1_1_sorted.bam,0.081834577,-0.039133083,0.0167103,0.033538128,San-01-M.R1.fastq.gz.1_SRR9089237_Kordestan_Sanandaj,Type I,San-01-M.R1.fastq.gz.1_SRR9089237_Kordestan_Sanandaj_Type I,_
16,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089238.1_1_sorted.bam,-0.077302177,0.208295834,-0.004522491,-0.090925045,Rmhz-01-F.R1.fastq.gz.1_SRR9089238_Khuzestan_Ramhormoz,Type III,Rmhz-01-F.R1.fastq.gz.1_SRR9089238_Khuzestan_Ramhormoz_Type III,_
17,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089239.1_1_sorted.bam,-0.067120653,0.183800468,-0.031925283,-0.084227149,Rmhz-01-M.R1.fastq.gz.1_SRR9089239_Khuzestan_Ramhormoz,Type III,Rmhz-01-M.R1.fastq.gz.1_SRR9089239_Khuzestan_Ramhormoz_Type III,_
18,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089240.1_1_sorted.bam,-0.178670944,-0.175524214,0.067638445,0.001226275,883049-1-F.R1.fastq.gz.1_SRR9089240_CGN Genebank,unknown,883049-1-F.R1.fastq.gz.1_SRR9089240_CGN Genebank_unknown,_
19,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089241.1_1_sorted.bam,-0.178670944,-0.175524214,0.067638445,0.001226275,880824-M.R1.fastq.gz.1_SRR9089241_CGN Genebank,unknown,880824-M.R1.fastq.gz.1_SRR9089241_CGN Genebank_unknown,_
20,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089242.1_1_sorted.bam,-0.135374175,-0.133853831,0.026325764,0.006062382,883049-M.R1.fastq.gz.1_SRR9089242_CGN Genebank,unknown,883049-M.R1.fastq.gz.1_SRR9089242_CGN Genebank_unknown,_
21,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089243.1_1_sorted.bam,-0.127218244,-0.140827324,-0.017993845,-0.055952858,891071-M.R1.fastq.gz.1_SRR9089243_CGN Genebank,unknown,891071-M.R1.fastq.gz.1_SRR9089243_CGN Genebank_unknown,_
22,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089244.1_1_sorted.bam,-0.131024205,-0.13500439,-0.049625059,-0.034510205,891071-F.R1.fastq.gz.1_SRR9089244_CGN Genebank,unknown,891071-F.R1.fastq.gz.1_SRR9089244_CGN Genebank_unknown,_
23,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089245.1_1_sorted.bam,0.027539312,-0.052891173,-0.205863674,-0.023180114,921298-F.R1.fastq.gz.1_SRR9089245_CGN Genebank,unknown,921298-F.R1.fastq.gz.1_SRR9089245_CGN Genebank_unknown,_
24,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089246.1_1_sorted.bam,-0.185284562,0.035727471,0.081894941,0.178196299,921018-20-M-2.R1.fastq.gz.1_SRR9089246_CGN Genebank,unknown,921018-20-M-2.R1.fastq.gz.1_SRR9089246_CGN Genebank_unknown,_
25,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089247.1_1_sorted.bam,-0.19253814,0.016527595,0.073982775,0.250353609,901072-M.R1.fastq.gz.1_SRR9089247_CGN Genebank,unknown,901072-M.R1.fastq.gz.1_SRR9089247_CGN Genebank_unknown,_
26,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089248.1_1_sorted.bam,-0.175893603,0.026749285,0.063531218,0.231027403,901072-F.R1.fastq.gz.1_SRR9089248_CGN Genebank,unknown,901072-F.R1.fastq.gz.1_SRR9089248_CGN Genebank_unknown,_
27,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089249.1_1_sorted.bam,-0.167679132,-0.09886964,0.019510212,0.040049272,893038-M.R1.fastq.gz.1_SRR9089249_CGN Genebank,unknown,893038-M.R1.fastq.gz.1_SRR9089249_CGN Genebank_unknown,_
28,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089250.1_1_sorted.bam,-0.16338795,-0.060295149,0.026683533,0.057143535,893038-F.R1.fastq.gz.1_SRR9089250_CGN Genebank,unknown,893038-F.R1.fastq.gz.1_SRR9089250_CGN Genebank_unknown,_
29,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089251.1_1_sorted.bam,0.01100596,-0.084503832,-0.240334195,0.050319761,891385-20-M-2.R1.fastq.gz.1_SRR9089251_CGN Genebank,unknown,891385-20-M-2.R1.fastq.gz.1_SRR9089251_CGN Genebank_unknown,_
30,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089252.1_1_sorted.bam,0.020646496,-0.132047651,-0.226117682,-0.030030562,891385-17-F.R1.fastq.gz.1_SRR9089252_CGN Genebank,unknown,891385-17-F.R1.fastq.gz.1_SRR9089252_CGN Genebank_unknown,_
31,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089253.1_1_sorted.bam,0.068555494,0.003281785,0.022294206,0.019081178,Krsh-01-F.R1.fastq.gz.1_SRR9089253_Kermanshah_Kermanshah,Type I,Krsh-01-F.R1.fastq.gz.1_SRR9089253_Kermanshah_Kermanshah_Type I,_
32,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089254.1_1_sorted.bam,0.073240947,-0.008737576,0.05638344,0.035185233,Krsh-01-M.R1.fastq.gz.1_SRR9089254_Kermanshah_Kermanshah,Type I,Krsh-01-M.R1.fastq.gz.1_SRR9089254_Kermanshah_Kermanshah_Type I,_
33,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089255.1_1_sorted.bam,0.072888803,-0.006988924,0.028339983,0.036299973,Mal-01-F.R1.fastq.gz.1_SRR9089255_Hamadan_Malayer,unknown,Mal-01-F.R1.fastq.gz.1_SRR9089255_Hamadan_Malayer_unknown,_
34,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089256.1_1_sorted.bam,0.106635491,-0.023570782,0.076621603,-0.007860417,Mal-01-M.R1.fastq.gz.1_SRR9089256_Hamadan_Malayer,unknown,Mal-01-M.R1.fastq.gz.1_SRR9089256_Hamadan_Malayer_unknown,_
35,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089257.1_1_sorted.bam,0.084973264,-0.044375034,0.03791552,0.009683034,Mahl-01-F.R1.fastq.gz.1_SRR9089257_Markazi_Mahallat,unknown,Mahl-01-F.R1.fastq.gz.1_SRR9089257_Markazi_Mahallat_unknown,_
36,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089258.1_1_sorted.bam,0.092810278,-0.04879049,0.021966792,0.043524737,Mahl-01-M.R1.fastq.gz.1_SRR9089258_Markazi_Mahallat,unknown,Mahl-01-M.R1.fastq.gz.1_SRR9089258_Markazi_Mahallat_unknown,_
37,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089259.1_1_sorted.bam,-0.026746371,0.150600929,-0.019964218,-0.102077684,Nhv-01-F.R1.fastq.gz.1_SRR9089259_Hamadan_Nahavand,Type III,Nhv-01-F.R1.fastq.gz.1_SRR9089259_Hamadan_Nahavand_Type III,_
38,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089260.1_1_sorted.bam,-0.05194778,0.140351822,-0.024957327,-0.109000487,Nhv-01-M.R1.fastq.gz.1_SRR9089260_Hamadan_Nahavand,Type III,Nhv-01-M.R1.fastq.gz.1_SRR9089260_Hamadan_Nahavand_Type III,_
39,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089261.1_1_sorted.bam,0.067274503,0.007005587,0.022985799,-0.007315725,Mshd-01-F.R1.fastq.gz.1_SRR9089261_Razavi Khorasan_Mashhad,unknown,Mshd-01-F.R1.fastq.gz.1_SRR9089261_Razavi Khorasan_Mashhad_unknown,_
40,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089262.1_1_sorted.bam,0.078041053,-0.019914272,0.052832003,-0.012532268,Mshd-01-M.R1.fastq.gz.1_SRR9089262_Razavi Khorasan_Mashhad,unknown,Mshd-01-M.R1.fastq.gz.1_SRR9089262_Razavi Khorasan_Mashhad_unknown,_
41,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089263.1_1_sorted.bam,0.063497361,-0.010410048,0.031154668,0.014861829,Nrz-01-M-2.R1.fastq.gz.1_SRR9089263_Fars_Neyriz,unknown,Nrz-01-M-2.R1.fastq.gz.1_SRR9089263_Fars_Neyriz_unknown,_
42,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089264.1_1_sorted.bam,0.060710542,0.000839209,0.021711655,0.016962136,Nrz-01-F.R1.fastq.gz.1_SRR9089264_Fars_Neyriz,unknown,Nrz-01-F.R1.fastq.gz.1_SRR9089264_Fars_Neyriz_unknown,_
43,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089265.1_1_sorted.bam,0.105449215,-0.036776908,0.058108258,0.017542549,Pir-01-M.R1.fastq.gz.1_SRR9089265_West Azarbaijan_Piranshahr,Type I,Pir-01-M.R1.fastq.gz.1_SRR9089265_West Azarbaijan_Piranshahr_Type I,_
44,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089266.1_1_sorted.bam,0.111927852,-0.043557691,0.049419932,0.02454381,Pir-01-F.R1.fastq.gz.1_SRR9089266_West Azarbaijan_Piranshahr,Type I,Pir-01-F.R1.fastq.gz.1_SRR9089266_West Azarbaijan_Piranshahr_Type I,_
45,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089267.1_1_sorted.bam,0.084619541,-0.021342759,0.061814792,0.018522163,Qom-01-M.R1.fastq.gz.1_SRR9089267_Qom_Qom,unknown,Qom-01-M.R1.fastq.gz.1_SRR9089267_Qom_Qom_unknown,_
46,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089268.1_1_sorted.bam,0.100558995,-0.020166638,0.053493841,0.042456071,Qom-01-F.R1.fastq.gz.1_SRR9089268_Qom_Qom,unknown,Qom-01-F.R1.fastq.gz.1_SRR9089268_Qom_Qom_unknown,_
47,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089269.1_1_sorted.bam,0.095484936,-0.027466322,0.03129597,-0.004938521,Qzv-02-M.R1.fastq.gz.1_SRR9089269_Qazvin_Qazvin,unknown,Qzv-02-M.R1.fastq.gz.1_SRR9089269_Qazvin_Qazvin_unknown,_
48,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089270.1_1_sorted.bam,0.085203275,-0.026575035,0.040857664,-0.030345593,Qzv-02-F.R1.fastq.gz.1_SRR9089270_Qazvin_Qazvin,unknown,Qzv-02-F.R1.fastq.gz.1_SRR9089270_Qazvin_Qazvin_unknown,_
49,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089271.1_1_sorted.bam,0.081545175,-0.014544832,0.032339838,0.060729508,Rash-01-M.R1.fastq.gz.1_SRR9089271_Gilan_Rasht,unknown,Rash-01-M.R1.fastq.gz.1_SRR9089271_Gilan_Rasht_unknown,_
50,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089272.1_1_sorted.bam,0.08184022,0.00924085,0.018380957,0.000525536,Rash-01-F.R1.fastq.gz.1_SRR9089272_Gilan_Rasht,unknown,Rash-01-F.R1.fastq.gz.1_SRR9089272_Gilan_Rasht_unknown,_
51,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089273.1_1_sorted.bam,-0.149983754,-0.258503172,-0.018640278,-0.345000888,CAN55-F.R1.fastq.gz.1_SRR9089273_IPK Genebank,unknown,CAN55-F.R1.fastq.gz.1_SRR9089273_IPK Genebank_unknown,_
52,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089274.1_1_sorted.bam,-0.146717122,-0.265845719,-0.020159716,-0.318991784,CAN55-M.R1.fastq.gz.1_SRR9089274_IPK Genebank,unknown,CAN55-M.R1.fastq.gz.1_SRR9089274_IPK Genebank_unknown,_
53,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089275.1_1_sorted.bam,0.069878494,-0.029678191,0.043224439,0.072157251,Dez-02-F.R1.fastq.gz.1_SRR9089275_Khuzestan_Dezful,Type I,Dez-02-F.R1.fastq.gz.1_SRR9089275_Khuzestan_Dezful_Type I,_
54,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089276.1_1_sorted.bam,0.080537295,-0.023357078,0.040854414,-0.002400256,Dez-02-M-2.R1.fastq.gz.1_SRR9089276_Khuzestan_Dezful,Type I,Dez-02-M-2.R1.fastq.gz.1_SRR9089276_Khuzestan_Dezful_Type I,_
55,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089277.1_1_sorted.bam,0.080507714,-0.012500569,-0.007284529,0.018326213,Dshm-01-F.R1.fastq.gz.1_SRR9089277_Ardabil_Dasht-e-Moghan,unknown,Dshm-01-F.R1.fastq.gz.1_SRR9089277_Ardabil_Dasht-e-Moghan_unknown,_
56,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089278.1_1_sorted.bam,0.076989423,-0.02703023,-0.010830357,0.011660818,Dshm-01-M-2.R1.fastq.gz.1_SRR9089278_Ardabil_Dasht-e-Moghan,unknown,Dshm-01-M-2.R1.fastq.gz.1_SRR9089278_Ardabil_Dasht-e-Moghan_unknown,_
57,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089279.1_1_sorted.bam,-0.173798416,0.006625775,0.09445521,0.234074981,CAN57-F.R1.fastq.gz.1_SRR9089279_IPK Genebank,unknown,CAN57-F.R1.fastq.gz.1_SRR9089279_IPK Genebank_unknown,_
58,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089280.1_1_sorted.bam,-0.177365241,0.01481835,0.077568436,0.201050978,CAN57-M.R1.fastq.gz.1_SRR9089280_IPK Genebank,unknown,CAN57-M.R1.fastq.gz.1_SRR9089280_IPK Genebank_unknown,_
59,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089281.1_1_sorted.bam,0.097212188,0.007901215,0.061210205,-0.001375985,Dez-01-F.R1.fastq.gz.1_SRR9089281_Khuzestan_Dezful,Type I,Dez-01-F.R1.fastq.gz.1_SRR9089281_Khuzestan_Dezful_Type I,_
60,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089282.1_1_sorted.bam,0.066217734,-0.032623444,0.018395998,0.009300165,Dez-01-M.R1.fastq.gz.1_SRR9089282_Khuzestan_Dezful,Type I,Dez-01-M.R1.fastq.gz.1_SRR9089282_Khuzestan_Dezful_Type I,_
61,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089283.1_1_sorted.bam,0.060413719,0.002265962,-0.0031711,0.05748115,Shrz-01-F.R1.fastq.gz.1_SRR9089283_Fars_Shiraz,unknown,Shrz-01-F.R1.fastq.gz.1_SRR9089283_Fars_Shiraz_unknown,_
62,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089284.1_1_sorted.bam,0.093057871,-0.041903594,0.041512276,0.042383138,Shrz-01-M.R1.fastq.gz.1_SRR9089284_Fars_Shiraz,unknown,Shrz-01-M.R1.fastq.gz.1_SRR9089284_Fars_Shiraz_unknown,_
63,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089285.1_1_sorted.bam,0.07801682,-0.032598528,0.021055324,-0.030123699,Sav-01-F.R1.fastq.gz.1_SRR9089285_Markazi_Saveh,unknown,Sav-01-F.R1.fastq.gz.1_SRR9089285_Markazi_Saveh_unknown,_
64,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089286.1_1_sorted.bam,0.110600093,-0.007245716,0.027136094,-0.016933802,Sav-01-M.R1.fastq.gz.1_SRR9089286_Markazi_Saveh,unknown,Sav-01-M.R1.fastq.gz.1_SRR9089286_Markazi_Saveh_unknown,_
65,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089287.1_1_sorted.bam,0.096879188,-0.044378631,0.017952818,0.030418693,Zah-01-F.R1.fastq.gz.1_SRR9089287_Sistan and Baluchestan_Zahedan,Type I,Zah-01-F.R1.fastq.gz.1_SRR9089287_Sistan and Baluchestan_Zahedan_Type I,_
66,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089288.1_1_sorted.bam,0.087709366,-0.014306029,0.020942447,0.004486888,Zah-01-M.R1.fastq.gz.1_SRR9089288_Sistan and Baluchestan_Zahedan,Type I,Zah-01-M.R1.fastq.gz.1_SRR9089288_Sistan and Baluchestan_Zahedan_Type I,_
67,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089289.1_1_sorted.bam,0.135078928,-0.02417146,0.075910825,0.009345623,Urm-01-F.R1.fastq.gz.1_SRR9089289_West Azerbaijan_Urmia,unknown,Urm-01-F.R1.fastq.gz.1_SRR9089289_West Azerbaijan_Urmia_unknown,_
68,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089290.1_1_sorted.bam,0.113889763,-0.030156611,0.076754838,0.018345642,Urm-01-M-2.R1.fastq.gz.1_SRR9089290_West Azerbaijan_Urmia,unknown,Urm-01-M-2.R1.fastq.gz.1_SRR9089290_West Azerbaijan_Urmia_unknown,_
69,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089291.1_1_sorted.bam,-0.025571415,0.118239219,-0.003806198,-0.044676455,San-02-F.R1.fastq.gz.1_SRR9089291_Kordestan_Sanandaj,unknown,San-02-F.R1.fastq.gz.1_SRR9089291_Kordestan_Sanandaj_unknown,_
70,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089292.1_1_sorted.bam,0.082317277,-0.039187045,0.019211322,0.006142478,San-02-M.R1.fastq.gz.1_SRR9089292_Kordestan_Sanandaj,unknown,San-02-M.R1.fastq.gz.1_SRR9089292_Kordestan_Sanandaj_unknown,_
71,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089293.1_1_sorted.bam,-0.069500173,0.202140938,0.003830001,-0.070850349,Gonb-01-F.R1.fastq.gz.1_SRR9089293_Razavi Khorasan_Gonabad,unknown,Gonb-01-F.R1.fastq.gz.1_SRR9089293_Razavi Khorasan_Gonabad_unknown,_
72,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089294.1_1_sorted.bam,-0.055378201,0.150422456,-0.038143954,-0.082571564,Gahv-01-M.R1.fastq.gz.1_SRR9089294_Kermanshah_Gahwareh,unknown,Gahv-01-M.R1.fastq.gz.1_SRR9089294_Kermanshah_Gahwareh_unknown,_
